,category
5424,0
47369,0
25788,0
50651,1
21165,0
6424,0
75850,1
82149,1
85943,1
8177,0
81002,1
35084,0
8069,0
96684,1
60301,1
2553,0
52032,1
84623,1
17498,0
76238,1
62391,1
37748,0
36034,0
21174,0
13134,0
27120,0
69590,1
42311,0
16233,0
95122,1
86955,1
51010,1
13895,0
15523,0
84013,1
31715,0
75594,1
1389,0
50118,1
98597,1
43250,0
57828,1
2807,0
73628,1
79588,1
16383,0
83946,1
15720,0
74416,1
38742,0
28125,0
42236,0
99417,1
16813,0
86946,1
24912,0
45998,0
84228,1
27109,0
63102,1
46138,0
34702,0
32878,0
71481,1
74371,1
90527,1
53879,1
34580,0
87106,1
19038,0
78995,1
97418,1
38249,0
95848,1
9084,0
18989,0
28579,0
39865,0
85500,1
54908,1
26948,0
35646,0
87408,1
66099,1
60562,1
34471,0
10283,0
51207,1
13945,0
55700,1
77106,1
87494,1
43909,0
40712,0
19149,0
28626,0
75934,1
67307,1
78242,1
42694,0
37755,0
53714,1
40534,0
5684,0
88832,1
8626,0
29471,0
60713,1
47392,0
73165,1
50833,1
21142,0
40210,0
37674,0
80495,1
47294,0
74588,1
34935,0
86140,1
86772,1
82790,1
27033,0
97018,1
78064,1
68251,1
33156,0
76927,1
75258,1
93841,1
24146,0
86554,1
16492,0
41407,0
71500,1
57795,1
75656,1
47497,0
89572,1
47793,0
36033,0
42643,0
91298,1
29927,0
22045,0
8639,0
44752,0
92098,1
44365,0
23606,0
22680,0
32365,0
69682,1
16908,0
16065,0
12704,0
3574,0
16537,0
53827,1
62227,1
52209,1
73607,1
40930,0
71917,1
16046,0
53710,1
72496,1
6818,0
52055,1
71482,1
12654,0
36690,0
63237,1
32868,0
20781,0
85814,1
76439,1
62343,1
31608,0
94173,1
86489,1
88730,1
58329,1
29350,0
50646,1
2143,0
41117,0
24340,0
77778,1
35470,0
45609,0
79983,1
18153,0
23340,0
41678,0
58012,1
76074,1
32134,0
24262,0
28326,0
14616,0
47862,0
3924,0
30498,0
26506,0
27851,0
50518,1
4738,0
24845,0
64103,1
17734,0
29677,0
1646,0
3640,0
64736,1
87160,1
17085,0
42962,0
50479,1
30726,0
11913,0
34421,0
95909,1
68989,1
43502,0
67875,1
66616,1
72618,1
95401,1
90977,1
64594,1
32499,0
76038,1
16636,0
95825,1
7693,0
40560,0
71293,1
11789,0
50880,1
91611,1
93481,1
84947,1
1390,0
51389,1
29122,0
97236,1
87467,1
64054,1
47967,0
7118,0
33071,0
17084,0
27548,0
98383,1
60060,1
88793,1
10857,0
98320,1
14796,0
8141,0
19471,0
70819,1
40494,0
23039,0
8286,0
55311,1
38338,0
63579,1
72622,1
11795,0
84707,1
63204,1
16574,0
38452,0
40821,0
31351,0
58805,1
15082,0
47996,0
36158,0
57822,1
6712,0
665,0
18871,0
12362,0
9658,0
32405,0
65120,1
80209,1
60707,1
65713,1
25507,0
56450,1
99135,1
94565,1
54481,1
21178,0
22086,0
86392,1
64206,1
31981,0
62077,1
82211,1
14608,0
76402,1
73386,1
16907,0
40654,0
80643,1
90303,1
72812,1
99646,1
67459,1
39637,0
6072,0
3850,0
69048,1
59234,1
89589,1
99315,1
34687,0
54098,1
87994,1
54036,1
72359,1
92954,1
50400,1
66551,1
34113,0
45393,0
36363,0
5620,0
18314,0
92510,1
79810,1
41989,0
37541,0
42923,0
68119,1
59756,1
91640,1
63664,1
90626,1
15941,0
13679,0
31373,0
67031,1
30186,0
73880,1
99931,1
87572,1
83155,1
54645,1
37809,0
35350,0
87532,1
54838,1
74737,1
12538,0
87585,1
75129,1
24358,0
43446,0
17036,0
70915,1
32885,0
79649,1
19962,0
78798,1
21513,0
44325,0
22141,0
31857,0
93950,1
8084,0
4345,0
1993,0
64744,1
44127,0
8179,0
4216,0
82730,1
99846,1
95532,1
5454,0
31572,0
41662,0
23179,0
33352,0
99681,1
61388,1
82696,1
2001,0
12232,0
28276,0
84026,1
89684,1
78552,1
36161,0
23401,0
78926,1
17066,0
94767,1
64692,1
8052,0
567,0
82248,1
95612,1
83709,1
34491,0
44581,0
50945,1
72338,1
44050,0
82718,1
39050,0
72729,1
27747,0
77298,1
40388,0
58079,1
86953,1
53289,1
28672,0
60606,1
34991,0
17677,0
5163,0
738,0
26137,0
32990,0
70064,1
53562,1
41001,0
49125,0
92233,1
93514,1
3662,0
28990,0
98055,1
59268,1
16742,0
11734,0
26807,0
36165,0
13688,0
46173,0
27056,0
34285,0
5567,0
46141,0
29712,0
77658,1
8372,0
71802,1
39858,0
14749,0
85189,1
13883,0
29822,0
13292,0
67872,1
93125,1
78415,1
37250,0
35876,0
10415,0
79659,1
90134,1
74133,1
45680,0
36816,0
13549,0
74187,1
89787,1
58452,1
47035,0
61810,1
7643,0
99286,1
49038,0
2425,0
89298,1
93179,1
21417,0
52140,1
62908,1
37901,0
94495,1
93743,1
48916,0
97306,1
28848,0
16063,0
15136,0
96527,1
60879,1
64616,1
4434,0
71688,1
73317,1
80430,1
96256,1
39850,0
99292,1
19656,0
38081,0
26664,0
72608,1
70762,1
5489,0
98479,1
42518,0
11009,0
25821,0
6642,0
22067,0
6368,0
74057,1
37571,0
22082,0
99843,1
37340,0
56764,1
6957,0
83028,1
43878,0
69230,1
74460,1
12573,0
14561,0
774,0
3162,0
91291,1
38888,0
59220,1
76881,1
88564,1
98930,1
81097,1
97611,1
7153,0
54513,1
6169,0
10744,0
29109,0
83642,1
19032,0
53834,1
6007,0
71013,1
93579,1
11044,0
40765,0
92782,1
68015,1
19014,0
38068,0
51008,1
9027,0
60812,1
23300,0
42798,0
68011,1
58861,1
34187,0
29501,0
98094,1
30334,0
71258,1
54976,1
69646,1
39386,0
78416,1
3347,0
58278,1
84164,1
32745,0
91807,1
89110,1
63348,1
93458,1
62047,1
79304,1
80678,1
36375,0
46899,0
53450,1
1090,0
18343,0
5317,0
13205,0
98759,1
25824,0
96066,1
5991,0
37910,0
85825,1
2498,0
16505,0
74781,1
29590,0
89701,1
59481,1
14488,0
14842,0
48959,0
40801,0
8645,0
23311,0
58710,1
96600,1
5866,0
92352,1
21640,0
46316,0
55219,1
50104,1
30050,0
48100,0
20143,0
7873,0
88125,1
10738,0
38013,0
14387,0
22636,0
21864,0
82515,1
54943,1
5707,0
62968,1
83990,1
20050,0
98339,1
14086,0
43834,0
22852,0
87633,1
73294,1
84386,1
85575,1
92681,1
14398,0
69733,1
51498,1
87384,1
45661,0
96293,1
568,0
63671,1
33907,0
19842,0
18104,0
14568,0
86622,1
18551,0
48131,0
8411,0
66606,1
28608,0
38364,0
67067,1
29010,0
44638,0
61495,1
51062,1
52396,1
40485,0
72710,1
95683,1
43160,0
5302,0
3061,0
64284,1
26750,0
64076,1
25553,0
9751,0
46236,0
34569,0
52574,1
91049,1
91556,1
66241,1
26208,0
63683,1
69814,1
49295,0
26142,0
80364,1
29155,0
23985,0
26226,0
14819,0
8225,0
76246,1
64242,1
33896,0
67057,1
84517,1
35241,0
17689,0
47525,0
45146,0
94674,1
49967,0
78646,1
6077,0
99746,1
35201,0
24719,0
37557,0
36162,0
5350,0
99652,1
82743,1
50195,1
38304,0
72743,1
9586,0
44375,0
44672,0
84899,1
49455,0
94299,1
79544,1
8259,0
31473,0
1402,0
15728,0
88013,1
19189,0
47209,0
38990,0
20616,0
67436,1
31313,0
53678,1
74835,1
52762,1
81026,1
69654,1
14981,0
116,0
58058,1
67921,1
33030,0
16550,0
53529,1
25330,0
26052,0
15499,0
32161,0
21392,0
29199,0
42795,0
79337,1
6143,0
94344,1
71298,1
23493,0
55778,1
65416,1
65892,1
38142,0
45257,0
37377,0
53434,1
61725,1
24398,0
23797,0
20510,0
53323,1
48573,0
69450,1
11602,0
68285,1
55623,1
44008,0
16113,0
72236,1
96961,1
65406,1
65226,1
90804,1
7798,0
83483,1
89844,1
41021,0
13586,0
45602,0
27000,0
64783,1
41986,0
75863,1
76287,1
27065,0
78185,1
60405,1
80092,1
35337,0
63079,1
66711,1
38953,0
33420,0
90095,1
59773,1
85822,1
10483,0
42693,0
55448,1
79038,1
26670,0
2190,0
86191,1
55708,1
71858,1
75963,1
87329,1
38802,0
193,0
992,0
72644,1
27909,0
43905,0
32938,0
69589,1
2252,0
87192,1
81864,1
72612,1
41328,0
9396,0
68033,1
82285,1
3779,0
74493,1
67514,1
37828,0
66450,1
718,0
89857,1
15663,0
61993,1
15341,0
66936,1
30896,0
71178,1
2587,0
37573,0
62213,1
31651,0
77688,1
6210,0
58217,1
3100,0
13124,0
73022,1
65105,1
54285,1
38689,0
4202,0
50465,1
23292,0
90187,1
9046,0
42198,0
35686,0
3017,0
64936,1
83896,1
27948,0
22816,0
87243,1
24900,0
19624,0
80255,1
39212,0
29247,0
25634,0
37194,0
32036,0
40001,0
2790,0
21483,0
88605,1
74036,1
86219,1
55210,1
12964,0
27175,0
20797,0
56608,1
9329,0
41018,0
37515,0
66136,1
95533,1
2738,0
81234,1
93704,1
90288,1
82852,1
57388,1
70961,1
7678,0
70287,1
81574,1
7229,0
551,0
97624,1
35550,0
61040,1
39188,0
58421,1
43601,0
26492,0
18422,0
71358,1
68875,1
61492,1
67881,1
72970,1
94110,1
95964,1
98862,1
43692,0
37352,0
21221,0
19249,0
25135,0
52806,1
6381,0
43747,0
27667,0
82967,1
18743,0
43242,0
6718,0
75522,1
67151,1
92210,1
52659,1
14837,0
65935,1
70060,1
55082,1
83602,1
21911,0
28649,0
66169,1
97010,1
90591,1
1438,0
10318,0
5999,0
25191,0
37260,0
91751,1
45254,0
33291,0
15403,0
35328,0
12119,0
19947,0
37662,0
57676,1
38100,0
45703,0
40950,0
35332,0
3177,0
58708,1
11006,0
75203,1
98007,1
26150,0
11953,0
863,0
19535,0
6550,0
56822,1
62291,1
54092,1
44775,0
33899,0
51255,1
51454,1
72589,1
22286,0
62832,1
88169,1
85250,1
72120,1
35997,0
93625,1
61757,1
83611,1
48504,0
51501,1
65860,1
25035,0
87324,1
54472,1
44130,0
41379,0
85383,1
35363,0
66983,1
5156,0
14345,0
22002,0
85571,1
94143,1
44698,0
93616,1
56791,1
24970,0
62396,1
48486,0
44424,0
69709,1
15745,0
48001,0
67749,1
30475,0
22752,0
23741,0
1926,0
52570,1
92189,1
94679,1
96601,1
22627,0
81526,1
56375,1
24966,0
27655,0
14637,0
69736,1
83998,1
18267,0
69003,1
41966,0
83024,1
7192,0
5941,0
22318,0
63124,1
75036,1
16443,0
95843,1
71863,1
46024,0
86046,1
79307,1
52847,1
40259,0
54929,1
92009,1
45023,0
63413,1
81162,1
18230,0
3972,0
97107,1
93440,1
4496,0
9580,0
29422,0
45456,0
92558,1
1246,0
29917,0
24014,0
52276,1
26772,0
25839,0
28727,0
84221,1
5375,0
30299,0
83517,1
29307,0
42855,0
2775,0
54627,1
82874,1
19037,0
87689,1
40024,0
24776,0
66496,1
85712,1
40460,0
92058,1
60288,1
52792,1
81437,1
12295,0
80529,1
92969,1
49659,0
97798,1
24189,0
9442,0
48669,0
66438,1
3517,0
22215,0
79493,1
10183,0
1386,0
31716,0
9212,0
15097,0
25354,0
98294,1
28356,0
14477,0
61277,1
66571,1
37750,0
32362,0
14927,0
81848,1
11688,0
30955,0
23769,0
28613,0
92157,1
66602,1
71649,1
86819,1
21735,0
99320,1
55280,1
43853,0
95167,1
97345,1
23446,0
8124,0
33486,0
29919,0
57965,1
510,0
44075,0
84643,1
91274,1
58592,1
26317,0
37082,0
85083,1
53065,1
17569,0
87074,1
67245,1
69878,1
43061,0
39950,0
27778,0
1465,0
27924,0
75613,1
1990,0
41481,0
58372,1
34420,0
26068,0
39435,0
66845,1
78471,1
93958,1
51959,1
70256,1
21194,0
97822,1
41231,0
59853,1
22548,0
32021,0
62153,1
46243,0
78527,1
53585,1
96945,1
58577,1
80675,1
67802,1
17561,0
58327,1
60973,1
6595,0
76119,1
87865,1
67516,1
69297,1
69918,1
96257,1
83863,1
47641,0
46687,0
51041,1
38462,0
14531,0
8162,0
18639,0
91847,1
95371,1
33002,0
26413,0
10220,0
56436,1
52478,1
76115,1
33834,0
97649,1
54662,1
53667,1
97474,1
31170,0
63682,1
94989,1
62266,1
26397,0
81612,1
64314,1
5223,0
18211,0
55014,1
24870,0
90052,1
76291,1
67811,1
18684,0
35021,0
50307,1
99461,1
48865,0
97030,1
21602,0
16262,0
6990,0
70971,1
1047,0
25865,0
7496,0
90754,1
366,0
43267,0
79178,1
86270,1
42062,0
5153,0
83707,1
33232,0
16062,0
94952,1
6486,0
65382,1
30395,0
12335,0
6649,0
37563,0
26841,0
76906,1
82002,1
60631,1
63026,1
4388,0
3248,0
29167,0
45318,0
79595,1
24030,0
70222,1
78662,1
23355,0
46902,0
15430,0
62691,1
45052,0
17979,0
31573,0
52642,1
70451,1
62484,1
44154,0
72124,1
80642,1
94211,1
57946,1
53024,1
86196,1
32230,0
17540,0
28859,0
96783,1
51927,1
46453,0
54434,1
52618,1
76047,1
62539,1
69206,1
60970,1
14197,0
64499,1
50740,1
19374,0
9874,0
33428,0
54410,1
74217,1
11983,0
68943,1
24745,0
52162,1
16787,0
77102,1
60752,1
20124,0
91726,1
40753,0
5769,0
23683,0
8681,0
21563,0
12686,0
5071,0
64449,1
16403,0
57680,1
92050,1
13081,0
77213,1
70464,1
44571,0
72310,1
945,0
91792,1
81730,1
98039,1
16127,0
45857,0
43690,0
59025,1
67584,1
6012,0
64169,1
16563,0
41260,0
89335,1
7471,0
17537,0
40795,0
19183,0
43002,0
28938,0
70861,1
24835,0
70614,1
40798,0
52182,1
43989,0
84464,1
57165,1
7458,0
18435,0
57793,1
57312,1
57360,1
26901,0
78828,1
36214,0
97930,1
24999,0
84790,1
15269,0
35843,0
71619,1
88768,1
68410,1
60832,1
6331,0
51165,1
83013,1
21145,0
19418,0
27126,0
15695,0
27873,0
14841,0
71673,1
59247,1
65749,1
29137,0
57952,1
48961,0
2823,0
26522,0
19854,0
59087,1
35208,0
57364,1
68571,1
24533,0
68094,1
29627,0
71803,1
87341,1
47496,0
17902,0
69628,1
2176,0
60163,1
7523,0
15170,0
89745,1
91460,1
93494,1
27410,0
58952,1
88683,1
83979,1
45816,0
25324,0
22003,0
90519,1
98908,1
70327,1
6455,0
4012,0
83943,1
89403,1
32759,0
1351,0
51852,1
28952,0
94957,1
16923,0
98065,1
49179,0
82350,1
36210,0
38806,0
69259,1
69922,1
45578,0
74174,1
22652,0
34541,0
64687,1
8915,0
98104,1
62242,1
61128,1
76887,1
74744,1
23513,0
69416,1
10251,0
18970,0
64121,1
90371,1
1219,0
32069,0
54469,1
88035,1
72354,1
64683,1
54641,1
21458,0
95538,1
78074,1
47987,0
99176,1
56483,1
62285,1
9119,0
11605,0
25802,0
24890,0
43660,0
5405,0
33188,0
71963,1
32959,0
82950,1
12878,0
82626,1
37085,0
68379,1
55020,1
43008,0
89635,1
26079,0
95705,1
50854,1
30754,0
40615,0
27801,0
75289,1
13569,0
28891,0
2242,0
68974,1
93343,1
2883,0
68132,1
47492,0
20015,0
39431,0
24762,0
17332,0
80033,1
59363,1
9431,0
23617,0
72500,1
74259,1
72492,1
54837,1
48125,0
15042,0
33090,0
80049,1
48590,0
86988,1
88886,1
22865,0
31383,0
33529,0
46168,0
41977,0
11845,0
11497,0
9832,0
37547,0
52431,1
66550,1
44306,0
28704,0
20336,0
6665,0
73187,1
63255,1
51465,1
24292,0
81503,1
96909,1
37383,0
44211,0
23363,0
27367,0
37109,0
16166,0
44036,0
79145,1
9708,0
63748,1
50685,1
37490,0
57977,1
90947,1
2600,0
46291,0
5068,0
61687,1
89425,1
77570,1
37411,0
34734,0
39334,0
25308,0
25654,0
38718,0
51005,1
68031,1
90093,1
50955,1
12021,0
84465,1
92684,1
4608,0
27476,0
15119,0
13257,0
86042,1
96606,1
39108,0
62685,1
51736,1
66986,1
16824,0
49830,0
38030,0
75712,1
43992,0
77,0
86180,1
7985,0
20831,0
50270,1
47476,0
66016,1
13942,0
58761,1
44027,0
730,0
3034,0
5602,0
25415,0
47234,0
36867,0
49745,0
8769,0
42747,0
34123,0
27661,0
62112,1
75982,1
67883,1
59372,1
36919,0
42445,0
63057,1
1540,0
86784,1
47619,0
41746,0
13072,0
24424,0
91629,1
97194,1
34386,0
59458,1
51328,1
7579,0
4928,0
41882,0
93885,1
81568,1
53410,1
93806,1
82221,1
62537,1
67083,1
56232,1
82912,1
87832,1
81247,1
83658,1
88432,1
54441,1
41308,0
65236,1
91535,1
60725,1
38254,0
16524,0
96269,1
52461,1
906,0
77240,1
7241,0
19537,0
32433,0
24257,0
156,0
71270,1
18122,0
94903,1
73717,1
94414,1
84176,1
43835,0
47040,0
27911,0
2655,0
27871,0
38771,0
60276,1
52475,1
79381,1
68477,1
72049,1
10176,0
12220,0
88058,1
34,0
25517,0
35139,0
17464,0
86634,1
54870,1
59549,1
15888,0
14513,0
65323,1
80333,1
66867,1
2332,0
27287,0
5975,0
87340,1
58287,1
74188,1
70355,1
48306,0
26315,0
51309,1
68047,1
71483,1
45303,0
81810,1
39504,0
9102,0
91415,1
33649,0
82602,1
87838,1
43533,0
22745,0
55371,1
93626,1
24710,0
4567,0
29912,0
92246,1
55426,1
93046,1
97280,1
19623,0
45258,0
87496,1
83294,1
55381,1
41454,0
13619,0
74456,1
85964,1
24314,0
3650,0
86559,1
96857,1
37389,0
48198,0
11320,0
28173,0
68388,1
7907,0
18984,0
77491,1
8451,0
23221,0
21999,0
25389,0
7942,0
52056,1
93380,1
82612,1
642,0
84941,1
25635,0
42437,0
57520,1
50984,1
82276,1
47192,0
77601,1
61977,1
12449,0
49974,0
72386,1
49374,0
49355,0
23629,0
32529,0
37275,0
48747,0
77405,1
8490,0
52997,1
36059,0
54387,1
95980,1
61966,1
79095,1
19858,0
46749,0
32264,0
70440,1
1013,0
71494,1
87451,1
90202,1
36175,0
28354,0
41374,0
73959,1
92441,1
73324,1
764,0
20164,0
61826,1
50784,1
60225,1
34278,0
38873,0
53864,1
71598,1
61524,1
57753,1
72088,1
90611,1
79376,1
96429,1
63826,1
22800,0
11773,0
96205,1
19279,0
21032,0
8967,0
97044,1
69036,1
86245,1
33858,0
41642,0
6270,0
15822,0
44219,0
71687,1
63176,1
92399,1
18143,0
45544,0
98522,1
77544,1
61262,1
89087,1
45239,0
40060,0
29845,0
117,0
67887,1
54271,1
67287,1
73542,1
40727,0
34817,0
47406,0
30612,0
10392,0
36523,0
93412,1
89596,1
16850,0
59157,1
5366,0
3675,0
89090,1
85433,1
34508,0
2219,0
86008,1
71289,1
55827,1
84270,1
57478,1
21100,0
66135,1
93641,1
57404,1
74189,1
84259,1
89009,1
90746,1
64804,1
54035,1
13712,0
44469,0
21002,0
84473,1
6859,0
68486,1
93924,1
79144,1
28957,0
22874,0
17776,0
35426,0
43557,0
25008,0
2456,0
6787,0
85938,1
63054,1
14332,0
35722,0
1327,0
52932,1
85249,1
47936,0
89575,1
79560,1
77429,1
85981,1
28043,0
12354,0
91473,1
92096,1
25631,0
75642,1
73643,1
18226,0
95095,1
59620,1
77435,1
44831,0
11460,0
13782,0
66023,1
2642,0
74567,1
60761,1
87989,1
59290,1
93513,1
13435,0
49401,0
49692,0
23597,0
13487,0
5740,0
69232,1
26372,0
74437,1
59840,1
71343,1
49383,0
5992,0
82996,1
82745,1
34856,0
68321,1
71583,1
19327,0
82632,1
10608,0
56234,1
58972,1
68171,1
58696,1
24783,0
97833,1
33971,0
99165,1
10770,0
40886,0
88451,1
7730,0
64123,1
66632,1
53325,1
72337,1
59584,1
30718,0
8660,0
86303,1
82085,1
31337,0
60762,1
60998,1
503,0
97533,1
10125,0
25294,0
61634,1
38834,0
76034,1
52993,1
78554,1
96966,1
31352,0
31374,0
94704,1
8249,0
74018,1
97185,1
20396,0
91148,1
95200,1
81107,1
65818,1
4895,0
40906,0
55434,1
98922,1
58073,1
47841,0
20784,0
85873,1
1239,0
5943,0
34245,0
8403,0
24092,0
76767,1
38905,0
3919,0
93552,1
33407,0
97085,1
36325,0
24086,0
46730,0
70260,1
75747,1
47671,0
48589,0
18238,0
46402,0
89623,1
12445,0
68378,1
48060,0
42972,0
69535,1
83383,1
65484,1
93039,1
5322,0
3105,0
85411,1
54769,1
18168,0
32611,0
58028,1
58194,1
21364,0
44976,0
58170,1
24794,0
3559,0
66809,1
31551,0
2523,0
87250,1
82628,1
91678,1
43837,0
6206,0
82935,1
1258,0
98119,1
38428,0
58296,1
25411,0
91122,1
91199,1
5378,0
54623,1
7615,0
50542,1
65662,1
74952,1
87619,1
5606,0
24001,0
28965,0
1572,0
12304,0
24729,0
30837,0
16310,0
94774,1
36024,0
161,0
86175,1
17556,0
15286,0
70811,1
17554,0
44785,0
17768,0
18297,0
10014,0
94613,1
61142,1
99442,1
34100,0
41064,0
18340,0
59925,1
84327,1
60984,1
37929,0
80058,1
8582,0
80045,1
37633,0
93007,1
99008,1
16773,0
5168,0
99380,1
78019,1
44537,0
68803,1
52558,1
67309,1
84864,1
34136,0
1724,0
61185,1
9409,0
2215,0
38916,0
1383,0
71156,1
58237,1
45765,0
83589,1
1907,0
71216,1
19952,0
23667,0
47914,0
50515,1
66395,1
38473,0
93755,1
88060,1
15043,0
15416,0
26256,0
35167,0
53464,1
86760,1
25188,0
63607,1
98172,1
86154,1
7915,0
38072,0
69460,1
13229,0
21366,0
32442,0
43453,0
77158,1
44346,0
70654,1
28926,0
17976,0
96619,1
29170,0
25849,0
51289,1
28509,0
89977,1
87726,1
69565,1
56603,1
72013,1
51054,1
87221,1
76440,1
74882,1
30303,0
24420,0
79960,1
22050,0
27112,0
52690,1
23601,0
99988,1
28964,0
24986,0
22947,0
27004,0
73078,1
38624,0
33297,0
15594,0
35357,0
26238,0
60110,1
62889,1
87787,1
245,0
91745,1
10490,0
39629,0
4301,0
18142,0
55627,1
64255,1
53732,1
14452,0
72863,1
19103,0
17903,0
52519,1
94479,1
96819,1
55991,1
96406,1
9861,0
27445,0
27399,0
27311,0
34536,0
43627,0
26545,0
10780,0
10059,0
21863,0
76870,1
34968,0
66598,1
31395,0
76388,1
26508,0
42382,0
28623,0
9755,0
90534,1
43430,0
84930,1
75172,1
39251,0
92176,1
43521,0
67306,1
25278,0
77726,1
45561,0
39550,0
21271,0
4078,0
75021,1
90615,1
91125,1
44830,0
935,0
65614,1
69014,1
40587,0
9812,0
33639,0
87582,1
57089,1
71984,1
41168,0
97513,1
14104,0
34460,0
99666,1
44585,0
72330,1
30715,0
39405,0
58794,1
13811,0
40174,0
72073,1
68796,1
36312,0
64406,1
45937,0
4185,0
31555,0
96365,1
66834,1
80786,1
79561,1
55397,1
25695,0
77888,1
82867,1
71728,1
21739,0
63177,1
42825,0
48768,0
46244,0
16804,0
86804,1
7226,0
12924,0
57610,1
35348,0
52022,1
34518,0
12919,0
5500,0
64004,1
49870,0
44772,0
30459,0
88453,1
21891,0
73456,1
15485,0
19198,0
40411,0
45214,0
76950,1
63937,1
13410,0
76866,1
2648,0
13804,0
84936,1
99507,1
40850,0
44461,0
77509,1
23818,0
9902,0
98890,1
48848,0
87899,1
90783,1
85904,1
63955,1
3338,0
15680,0
77201,1
95808,1
18694,0
93796,1
47644,0
27355,0
17593,0
94820,1
9521,0
74986,1
70470,1
56318,1
39067,0
630,0
19658,0
57369,1
76671,1
21272,0
15982,0
18447,0
69059,1
92834,1
76976,1
86753,1
94206,1
39654,0
15850,0
25160,0
74754,1
36949,0
98872,1
19072,0
17998,0
75635,1
26390,0
53147,1
15409,0
57096,1
38387,0
2101,0
47571,0
15559,0
6337,0
655,0
39801,0
83781,1
16514,0
49943,0
27598,0
6137,0
19611,0
60083,1
60094,1
23660,0
74474,1
83429,1
8627,0
19178,0
71202,1
13528,0
43960,0
46064,0
1684,0
92676,1
82459,1
83218,1
51919,1
196,0
28925,0
24393,0
65149,1
6532,0
27528,0
41312,0
55319,1
59827,1
25698,0
63652,1
48566,0
29675,0
26607,0
61688,1
35989,0
16571,0
49606,0
13184,0
93052,1
3071,0
71545,1
20198,0
23120,0
6622,0
56716,1
7299,0
9464,0
40575,0
94132,1
52257,1
30654,0
9081,0
55267,1
69940,1
45568,0
36664,0
34870,0
39556,0
44287,0
6265,0
82664,1
25337,0
85435,1
87098,1
10605,0
18641,0
2997,0
77740,1
68891,1
97082,1
85120,1
28143,0
99960,1
43943,0
5448,0
55940,1
29003,0
78682,1
42999,0
30024,0
14339,0
67848,1
49562,0
65571,1
81349,1
88771,1
71133,1
5638,0
4358,0
91172,1
21881,0
39536,0
85271,1
78635,1
15014,0
54119,1
31489,0
42340,0
95362,1
46601,0
64383,1
69331,1
24036,0
92995,1
5424,0
25788,0
50651,1
93040,1
98305,1
21165,0
82149,1
85943,1
18783,0
8177,0
32678,0
81002,1
48157,0
8069,0
65026,1
60301,1
10444,0
32373,0
65513,1
25868,0
52032,1
44547,0
56964,1
84623,1
17498,0
62391,1
37748,0
36034,0
85949,1
18312,0
59712,1
13134,0
77575,1
27120,0
42311,0
16233,0
77044,1
95122,1
62629,1
35765,0
86955,1
63314,1
51010,1
13895,0
15523,0
12621,0
23678,0
84013,1
75594,1
1389,0
98597,1
43250,0
2807,0
73628,1
79588,1
84887,1
83946,1
15720,0
74416,1
28125,0
42236,0
99417,1
16813,0
86946,1
88785,1
24912,0
42239,0
45998,0
84228,1
22895,0
46138,0
34702,0
32878,0
71481,1
74371,1
99603,1
53879,1
47201,0
78995,1
97418,1
93998,1
95848,1
29718,0
18989,0
28579,0
52502,1
39865,0
85500,1
54908,1
26948,0
87408,1
66099,1
60562,1
34471,0
57624,1
10283,0
57920,1
68490,1
85655,1
13945,0
53978,1
5568,0
55700,1
77106,1
6919,0
87494,1
43909,0
40712,0
72558,1
19149,0
28626,0
75934,1
67307,1
78242,1
73676,1
42694,0
37755,0
40534,0
70487,1
67060,1
8626,0
29471,0
60713,1
47392,0
91167,1
21142,0
37674,0
29185,0
21430,0
74588,1
98669,1
34935,0
86140,1
86772,1
27033,0
67545,1
85168,1
97018,1
57522,1
16340,0
78064,1
68251,1
33156,0
76927,1
75258,1
46952,0
31031,0
93841,1
24146,0
86554,1
108,0
16492,0
41407,0
57795,1
75656,1
47497,0
685,0
47793,0
91298,1
29927,0
22045,0
8639,0
44752,0
92098,1
44365,0
23606,0
22680,0
69682,1
16908,0
16065,0
31047,0
74946,1
12704,0
7432,0
3574,0
16537,0
48909,0
62227,1
52209,1
13650,0
31285,0
64940,1
40930,0
52526,1
20763,0
83473,1
71917,1
16046,0
53710,1
19978,0
72496,1
6818,0
71482,1
52927,1
83899,1
12654,0
36690,0
20781,0
85814,1
76439,1
62343,1
31608,0
94173,1
86489,1
34172,0
88730,1
29350,0
50646,1
2143,0
24340,0
14586,0
77778,1
16485,0
35470,0
79983,1
23340,0
41678,0
76074,1
32134,0
24262,0
79593,1
28326,0
14616,0
47862,0
3924,0
30498,0
27851,0
50518,1
24845,0
64103,1
17734,0
29677,0
1646,0
17085,0
65906,1
45411,0
6804,0
42962,0
7518,0
50479,1
11913,0
34421,0
43502,0
67875,1
66616,1
72618,1
95401,1
29441,0
80790,1
90977,1
32499,0
29688,0
83999,1
76038,1
95825,1
7693,0
40560,0
71293,1
37169,0
50880,1
91611,1
93481,1
84947,1
1390,0
51389,1
29122,0
97236,1
99178,1
20928,0
6570,0
87467,1
64054,1
47967,0
7118,0
33071,0
17084,0
27548,0
98383,1
60060,1
88793,1
10857,0
98320,1
87620,1
14796,0
8141,0
70819,1
40494,0
23039,0
55311,1
38338,0
63579,1
61644,1
72622,1
95781,1
11795,0
4364,0
53012,1
81227,1
63204,1
62641,1
16574,0
38452,0
40821,0
38681,0
43432,0
31351,0
58805,1
86459,1
20249,0
47996,0
36158,0
57822,1
6712,0
665,0
18871,0
12362,0
9658,0
32405,0
65120,1
80209,1
60707,1
